PO Line ID,Invoice Posting Date,IR Effective Quantity,IR Amount USD
"4800056218-1",2025-06-10 00:00:00.000,1.00,30.08
"4800056218-2",2025-06-10 00:00:00.000,1.00,41.21
"4800056218-3",2025-06-10 00:00:00.000,1.00,30.79
"4800056218-4",2025-06-10 00:00:00.000,4.00,18.68
"4800056463-1",2025-05-27 00:00:00.000,24.00,108.40
"4800056463-2",2025-05-27 00:00:00.000,12.00,88.29
"4800056463-3",2025-05-27 00:00:00.000,10.00,90.27
"4800056470-1",2025-06-06 00:00:00.000,2.00,172.28
"4800056470-2",2025-06-06 00:00:00.000,2.00,185.79
"4800056474-1",2025-06-12 00:00:00.000,2.00,68.09
"4800056484-1",2025-06-06 00:00:00.000,1.00,30.96
"4800056484-2",2025-06-26 00:00:00.000,1.00,185.79
"4800056499-1",2025-07-10 00:00:00.000,1.00,11.36
"4800056499-2",2025-06-02 00:00:00.000,2.00,10.74
"4800056499-3",2025-06-02 00:00:00.000,1.00,5.55
"4800056499-4",2025-06-23 00:00:00.000,1.00,31.98
"4800056499-5",2025-06-02 00:00:00.000,1.00,42.84
"4800056499-6",2025-06-02 00:00:00.000,1.00,41.23
"4800056509-1",2025-06-30 00:00:00.000,1.00,59047.30
"4800056752-1",2025-05-29 00:00:00.000,1.00,5160.00
"4800056752-2",2025-05-29 00:00:00.000,2.00,2373.60
"4800056752-3",2025-05-29 00:00:00.000,1.00,1650.00
"4800056752-4",2025-05-29 00:00:00.000,1.00,465.00
"4800058006-1",2025-06-10 00:00:00.000,2.00,408.11
"4800058121-1",2025-06-10 00:00:00.000,2.00,249.90
"4800059193-1",2025-08-06 00:00:00.000,1.00,50.30
"4800059202-1",2025-06-06 00:00:00.000,2.00,2535.91
"4800059202-2",2025-06-06 00:00:00.000,1.00,15.99
"4800059202-3",2025-06-06 00:00:00.000,1.00,24.42
"4800059594-1",2025-06-12 00:00:00.000,1.00,1434.72
"4800059594-2",2025-06-12 00:00:00.000,1.00,62.63
"4800059594-3",2025-06-12 00:00:00.000,1.00,5.63
"4800059594-4",2025-06-12 00:00:00.000,2.50,202.33
"4800059594-5",2025-06-12 00:00:00.000,2.00,217.53
"4800059594-6",2025-06-12 00:00:00.000,1.00,192.28
"4800059716-1",2025-06-10 00:00:00.000,1.00,20.39
"4800059729-1",2025-05-29 00:00:00.000,1.00,91.47
"4800059729-2",2025-05-29 00:00:00.000,1.00,133.19
"4800059729-3",2025-05-29 00:00:00.000,1.00,26.47
"4800059753-1",2025-05-30 00:00:00.000,3.00,27.75
"4800059753-1",2025-06-10 00:00:00.000,2.00,18.50
"4800059753-2",2025-05-30 00:00:00.000,10.00,78.31
"4800059753-3",2025-05-30 00:00:00.000,10.00,78.31
"4800059972-1",2025-05-29 00:00:00.000,1.00,42.22
"4800059972-2",2025-06-05 00:00:00.000,1.00,23.64
"4800059972-3",2025-06-06 00:00:00.000,10.00,14.63
"4800061402-1",2025-06-10 00:00:00.000,2.00,38.77
"4800061402-2",2025-06-10 00:00:00.000,2.00,53.14
"4800061402-3",2025-06-23 00:00:00.000,1.00,11.93
"4800061402-4",2025-06-10 00:00:00.000,5.00,5.27
"4800061402-5",2025-06-10 00:00:00.000,5.00,6.46
"4800061402-6",2025-06-10 00:00:00.000,5.00,11.86
"4800061402-7",2025-06-23 00:00:00.000,1.00,41.04
"4800061522-1",2025-06-10 00:00:00.000,1.00,32.65
"4800061522-2",2025-05-29 00:00:00.000,4.00,32.88
"4800061698-1",2025-06-10 00:00:00.000,2.00,101.54
"4800061698-2",2025-06-10 00:00:00.000,4.00,203.09
"4800061698-3",2025-06-10 00:00:00.000,3.00,152.32
"4800061698-4",2025-06-10 00:00:00.000,1.00,50.77
"4800061730-1",2025-06-12 00:00:00.000,1.00,42.93
"4800061774-1",2025-06-06 00:00:00.000,1.00,230.32
"4800061784-1",2025-06-10 00:00:00.000,200.00,454.25
"4800061854-1",2025-06-24 00:00:00.000,4.00,38.28
"4800061869-1",2025-05-30 00:00:00.000,4.00,393.11
"4800061912-1",2025-06-24 00:00:00.000,1.00,1938.24
"4800061968-1",2025-06-10 00:00:00.000,200.00,454.25
"4800062367-1",2025-07-02 00:00:00.000,2.00,412.37
"4800062372-1",2025-06-04 00:00:00.000,2.00,232.14
"4800062581-1",2025-08-05 00:00:00.000,3.00,127.75
"4800062581-2",2025-08-05 00:00:00.000,3.00,110.30
"4800062581-3",2025-08-05 00:00:00.000,3.00,336.96
"4800062581-4",2025-08-05 00:00:00.000,3.00,337.04
"4800062581-5",2025-08-05 00:00:00.000,2.00,566.28
"4800062581-6",2025-08-05 00:00:00.000,2.00,142.93
"4800062581-7",2025-08-05 00:00:00.000,1.00,62.95
"4800062581-8",2025-08-05 00:00:00.000,5.00,523.56
"4800062737-1",2025-06-11 00:00:00.000,2.00,45.04
"4800064742-1",2025-05-31 00:00:00.000,1.00,71.94
"4800065513-1",2025-06-10 00:00:00.000,1.00,237.00
"4800065521-1",2025-07-23 00:00:00.000,3.00,74.31
"4800065521-2",2025-07-23 00:00:00.000,2.00,82.26
"4800065862-1",2025-06-10 00:00:00.000,1.00,711.52
"4800065862-2",2025-07-15 00:00:00.000,1.00,340.31
"4800065862-3",2025-09-03 00:00:00.000,1.00,336.56
"4800065862-4",2025-07-15 00:00:00.000,1.00,101.43
"4800065862-5",2025-09-03 00:00:00.000,1.00,719.75
"4800065862-6",2025-09-03 00:00:00.000,1.00,139.80
"4800065966-1",2025-05-30 00:00:00.000,1.00,287.90
"4800065971-1",2025-06-02 00:00:00.000,1.00,175.94
"4800065973-1",2025-06-02 00:00:00.000,1.00,175.94
"4800065978-1",2025-06-02 00:00:00.000,1.00,175.94
"4800065986-1",2025-05-30 00:00:00.000,1.00,316.69
"4800065986-2",2025-05-30 00:00:00.000,0.90,34.90
"4800065992-1",2025-05-30 00:00:00.000,1.00,316.69
"4800065992-2",2025-05-30 00:00:00.000,0.90,34.90
"4800066000-1",2025-05-30 00:00:00.000,1.00,316.69
"4800066000-2",2025-05-30 00:00:00.000,0.90,34.90
"4800066287-1",2025-07-25 00:00:00.000,1.00,1850.00
"4800066287-2",2025-07-25 00:00:00.000,1.00,1850.00
"4800066466-1",2025-05-30 00:00:00.000,1.00,316.69
"4800066466-2",2025-05-30 00:00:00.000,0.90,34.90
"4800066508-1",2025-05-30 00:00:00.000,1.00,316.69
"4800066508-2",2025-05-30 00:00:00.000,0.90,34.90
"4800066522-1",2025-05-30 00:00:00.000,1.00,316.69
"4800066522-2",2025-05-30 00:00:00.000,0.90,34.90
"4800066538-1",2025-05-30 00:00:00.000,1.00,316.69
"4800066538-2",2025-05-30 00:00:00.000,0.90,34.90
"4800066584-1",2025-06-17 00:00:00.000,1.00,291.77
"4800066584-1",2025-07-03 00:00:00.000,1.00,298.46
"4800066928-1",2025-06-02 00:00:00.000,1.00,1551.32
"4800066928-2",2025-06-02 00:00:00.000,1.00,147.15
"4800067008-1",2025-06-10 00:00:00.000,1.00,389.63
"4800069426-1",2025-06-10 00:00:00.000,31.00,257.44
"4800069426-2",2025-06-10 00:00:00.000,31.00,257.44
"4800069426-3",2025-06-10 00:00:00.000,31.00,257.44
"4800069426-4",2025-06-10 00:00:00.000,31.00,257.44
"4800069441-1",2025-11-11 00:00:00.000,386.78,5499.28
"4800069441-1",2025-11-18 00:00:00.000,119.00,680.25
"4800069441-2",2025-11-11 00:00:00.000,540.00,5632.01
"4800069441-3",2025-11-11 00:00:00.000,87.00,5627.72
"4800069470-1",2025-09-15 00:00:00.000,31.00,305.78
"4800069516-1",2025-06-10 00:00:00.000,31.00,1231.27
"4800069542-1",2025-07-17 00:00:00.000,310.00,4578.99
"4800069542-3",2025-07-17 00:00:00.000,62.00,618.37
"4800069542-4",2025-09-03 00:00:00.000,31.00,3170.22
"4800069542-6",2025-07-17 00:00:00.000,31.00,366.40
"4800069542-8",2025-07-17 00:00:00.000,62.00,3836.04
"4800069555-1",2025-06-10 00:00:00.000,31.00,188.02
"4800069555-2",2025-06-10 00:00:00.000,31.00,188.02
"4800069555-3",2025-06-10 00:00:00.000,31.00,188.02
"4800069567-1",2025-06-10 00:00:00.000,14.00,846.80
"4800069588-1",2025-09-14 00:00:00.000,31.00,2207.11
"4800069628-1",2025-06-10 00:00:00.000,31.00,302.26
"4800069628-2",2025-06-10 00:00:00.000,26.00,262.82
"4800069628-3",2025-06-10 00:00:00.000,31.00,313.37
"4800069650-1",2025-06-10 00:00:00.000,31.00,3133.71
"4800069656-1",2025-06-10 00:00:00.000,31.00,99.16
"4800069675-1",2025-09-14 00:00:00.000,31.00,305.78
"4800069688-1",2025-06-10 00:00:00.000,31.00,313.37
"4800069696-1",2025-06-10 00:00:00.000,31.00,313.37
"4800069696-2",2025-06-10 00:00:00.000,31.00,313.37
"4800069696-3",2025-06-10 00:00:00.000,31.00,313.37
"4800069696-4",2025-06-10 00:00:00.000,31.00,313.37
"4800069709-1",2025-06-10 00:00:00.000,31.00,302.26
"4800069709-2",2025-07-08 00:00:00.000,30.00,299.21
"4800069984-1",2025-05-29 00:00:00.000,1.00,43470.00
"4800069984-2",2025-05-29 00:00:00.000,1.00,7905.00
"4800069984-3",2025-05-29 00:00:00.000,1.00,13635.00
"4800069984-4",2025-05-29 00:00:00.000,1.00,37500.00
"4800069984-5",2025-05-29 00:00:00.000,36.00,43200.00
"4800069984-6",2025-05-29 00:00:00.000,1.00,27945.00
"4800070253-1",2025-06-10 00:00:00.000,22.00,214.51
"4800070253-2",2025-06-10 00:00:00.000,31.00,819.32
"4800070253-3",2025-06-10 00:00:00.000,31.00,313.37
"4800070253-4",2025-06-10 00:00:00.000,31.00,313.37
"4800070253-5",2025-06-10 00:00:00.000,31.00,313.37
"4800070272-1",2025-06-10 00:00:00.000,31.00,504.56
"4800070278-1",2025-06-10 00:00:00.000,31.00,302.26
"4800070283-1",2025-06-10 00:00:00.000,31.00,99.16
"4800070288-1",2025-09-15 00:00:00.000,21.00,67.96
"4800070336-1",2025-06-10 00:00:00.000,31.00,609.28
"4800070336-2",2025-06-10 00:00:00.000,30.00,589.63
"4800070348-1",2025-06-10 00:00:00.000,31.00,188.02
"4800070348-2",2025-06-10 00:00:00.000,31.00,235.02
"4800070392-1",2025-06-10 00:00:00.000,31.00,313.37
"4800070392-10",2025-06-10 00:00:00.000,31.00,235.02
"4800070392-11",2025-06-10 00:00:00.000,31.00,235.02
"4800070392-12",2025-06-10 00:00:00.000,31.00,235.02
"4800070392-14",2025-06-10 00:00:00.000,31.00,255.06
"4800070392-15",2025-06-10 00:00:00.000,31.00,255.06
"4800070392-3",2025-06-10 00:00:00.000,31.00,99.16
"4800070392-4",2025-06-10 00:00:00.000,31.00,99.16
"4800070392-5",2025-06-10 00:00:00.000,31.00,99.16
"4800070392-7",2025-06-10 00:00:00.000,31.00,255.06
"4800070392-8",2025-06-10 00:00:00.000,31.00,255.06
"4800070392-9",2025-06-10 00:00:00.000,31.00,235.02
"4800070400-1",2025-06-10 00:00:00.000,31.00,358.19
"4800070409-1",2025-06-10 00:00:00.000,31.00,242.76
"4800070409-2",2025-06-10 00:00:00.000,31.00,242.76
"4800070508-1",2025-05-30 00:00:00.000,3.00,228.48
"4800070508-2",2025-05-30 00:00:00.000,1.00,76.16
"4800070624-1",2025-06-10 00:00:00.000,31.00,99.16
"4800070624-2",2025-06-10 00:00:00.000,31.00,99.16
"4800070624-3",2025-06-10 00:00:00.000,31.00,99.16
"4800070624-4",2025-06-10 00:00:00.000,31.00,99.16
"4800070633-1",2025-06-06 00:00:00.000,1.00,985.28
"4800070643-1",2025-06-10 00:00:00.000,31.00,235.02
"4800070643-2",2025-06-10 00:00:00.000,31.00,235.02
"4800070643-3",2025-06-10 00:00:00.000,31.00,235.02
"4800070643-4",2025-06-10 00:00:00.000,31.00,235.02
"4800070643-5",2025-06-10 00:00:00.000,31.00,235.02
"4800070643-6",2025-09-15 00:00:00.000,31.00,237.76
"4800070659-1",2025-06-10 00:00:00.000,31.00,262.20
"4800070659-2",2025-06-10 00:00:00.000,31.00,262.20
"4800070659-3",2025-06-10 00:00:00.000,31.00,262.20
"4800070673-1",2025-06-10 00:00:00.000,31.00,99.16
"4800070673-2",2025-06-10 00:00:00.000,31.00,99.16
"4800070673-3",2025-06-10 00:00:00.000,31.00,99.16
"4800070673-4",2025-06-10 00:00:00.000,31.00,99.16
"4800070690-1",2025-06-10 00:00:00.000,30.00,246.83
"4800070708-1",2025-06-10 00:00:00.000,31.00,504.56
"4800070708-2",2025-06-10 00:00:00.000,31.00,504.56
"4800070716-1",2025-06-10 00:00:00.000,31.00,99.16
"4800070716-2",2025-06-10 00:00:00.000,31.00,99.16
"4800070744-1",2025-06-10 00:00:00.000,31.00,99.16
"4800070744-2",2025-06-10 00:00:00.000,31.00,99.16
"4800070744-3",2025-06-10 00:00:00.000,31.00,99.16
"4800070763-1",2025-06-10 00:00:00.000,31.00,99.16
"4800070766-1",2025-06-06 00:00:00.000,1.00,1781.82
"4800070766-10",2025-06-06 00:00:00.000,1.00,8.73
"4800070766-11",2025-06-06 00:00:00.000,1.00,2878.75
"4800070766-12",2025-06-06 00:00:00.000,2.00,1.59
"4800070766-13",2025-06-06 00:00:00.000,1.00,20.15
"4800070766-14",2025-06-06 00:00:00.000,1.00,31.66
"4800070766-15",2025-06-06 00:00:00.000,2.00,637.51
"4800070766-16",2025-06-06 00:00:00.000,1.00,1386.30
"4800070766-17",2025-06-06 00:00:00.000,1.00,129.55
"4800070766-18",2025-06-06 00:00:00.000,1.00,215.61
"4800070766-19",2025-06-06 00:00:00.000,1.00,35.82
"4800070766-2",2025-06-06 00:00:00.000,1.00,2.30
"4800070766-20",2025-06-06 00:00:00.000,1.00,191.93
"4800070766-3",2025-06-06 00:00:00.000,6.00,31.32
"4800070766-4",2025-06-06 00:00:00.000,1.00,1999.36
"4800070766-5",2025-06-06 00:00:00.000,1.00,611.83
"4800070766-6",2025-06-06 00:00:00.000,5.00,61.26
"4800070766-7",2025-06-06 00:00:00.000,1.00,2700.89
"4800070766-8",2025-06-06 00:00:00.000,6.00,39.53
"4800070766-9",2025-06-06 00:00:00.000,1.00,923.86
"4800070870-1",2025-06-09 00:00:00.000,1.00,341.74
"4800071080-1",2025-06-10 00:00:00.000,31.00,201.50
"4800071088-1",2025-06-10 00:00:00.000,31.00,188.02
"4800071094-1",2025-06-10 00:00:00.000,31.00,99.16
"4800071099-1",2025-06-10 00:00:00.000,31.00,99.16
"4800071165-1",2025-10-26 00:00:00.000,31.00,100.32
"4800071193-1",2025-06-10 00:00:00.000,31.00,99.16
"4800071193-2",2025-06-10 00:00:00.000,31.00,99.16
"4800071227-1",2025-06-04 00:00:00.000,1.00,303.90
"4800071233-1",2025-06-11 00:00:00.000,31.00,99.16
"4800071277-1",2025-07-08 00:00:00.000,0.50,169.79
"4800071283-1",2025-06-10 00:00:00.000,31.00,188.02
"4800071283-2",2025-06-10 00:00:00.000,31.00,235.02
"4800071947-1",2025-05-30 00:00:00.000,27.00,2418.42
"4800071947-2",2025-05-30 00:00:00.000,8.00,23.03
"4800071948-1",2025-06-10 00:00:00.000,31.00,188.02
"4800071948-2",2025-06-10 00:00:00.000,31.00,188.02
"4800071948-3",2025-06-10 00:00:00.000,31.00,188.02
"4800071956-1",2025-06-10 00:00:00.000,31.00,188.02
"4800072425-2",2025-09-23 00:00:00.000,31.00,317.02
"4800072451-1",2025-06-09 00:00:00.000,31.00,99.16
"4800072461-1",2025-06-10 00:00:00.000,31.00,235.02
"4800072461-2",2025-06-10 00:00:00.000,31.00,235.02
"4800072482-1",2025-06-09 00:00:00.000,6.00,230.32
"4800072497-1",2025-06-09 00:00:00.000,31.00,793.34
"4800072554-1",2025-11-11 00:00:00.000,305.76,2820.36
"4800072554-1",2025-11-18 00:00:00.000,56.73,845.28
"4800072554-2",2025-11-11 00:00:00.000,475.00,4953.78
"4800072554-2",2025-11-18 00:00:00.000,19.00,62.70
"4800072554-3",2025-11-11 00:00:00.000,62.00,1339.44
"4800072567-1",2025-07-22 00:00:00.000,31.00,101.43
"4800072567-2",2025-07-22 00:00:00.000,93.00,804.62
"4800072588-1",2025-09-15 00:00:00.000,31.00,490.78
"4800073399-1",2025-07-08 00:00:00.000,30.00,1632.72
"4800073399-1",2025-09-14 00:00:00.000,1.00,53.82
"4800073407-1",2025-06-10 00:00:00.000,31.00,1289.18
"4800073421-1",2025-06-09 00:00:00.000,31.00,485.13
"4800073425-1",2025-06-09 00:00:00.000,31.00,1188.63
"4800073729-1",2025-06-18 00:00:00.000,1.00,365.96
"4800073782-1",2025-06-05 00:00:00.000,1.00,104.15
"4800073782-2",2025-06-05 00:00:00.000,1.00,56.13
"4800073823-1",2025-07-04 00:00:00.000,62.00,13950.00
"4800073846-1",2025-05-31 00:00:00.000,1.00,87.26
"4800073846-2",2025-05-31 00:00:00.000,1.00,16.32
"4800073858-1",2025-06-03 00:00:00.000,1.00,254.68
"4800073882-1",2025-07-29 00:00:00.000,1.00,1050.81
"4800073887-1",2025-05-29 00:00:00.000,1.00,959.44
"4800073887-1",2025-06-10 00:00:00.000,-1.00,-959.44
"4800074077-1",2025-06-18 00:00:00.000,0.99,2040.94
"4800074205-1",2025-06-18 00:00:00.000,1.00,1644.75
"4800074215-1",2025-06-03 00:00:00.000,1.00,13800.00
"4800074234-1",2025-07-07 00:00:00.000,1.00,1800.00
"4800074234-2",2025-07-07 00:00:00.000,1.00,1800.00
"4800074271-1",2025-06-16 00:00:00.000,1.00,147.00
"4800074280-1",2025-08-26 00:00:00.000,1.00,782.06
"4800074280-2",2025-08-26 00:00:00.000,1.00,1930.62
"4800074300-1",2025-06-10 00:00:00.000,1.00,156.87
"4800074337-1",2025-06-17 00:00:00.000,5.00,1085.66
"4800074404-1",2025-06-04 00:00:00.000,1.00,1143.64
"4800074404-2",2025-06-04 00:00:00.000,1.00,21.56
"4800074404-3",2025-06-04 00:00:00.000,1.00,97.09
"4800074404-4",2025-06-04 00:00:00.000,1.00,185.31
"4800074404-5",2025-06-04 00:00:00.000,1.00,40.60
"4800074404-6",2025-06-04 00:00:00.000,1.00,150.00
"4800074433-1",2025-05-30 00:00:00.000,1.00,1151.63
"4800074767-1",2025-06-13 00:00:00.000,2.00,9196.00
"4800074767-2",2025-06-13 00:00:00.000,2.00,2499.48
"4800074767-3",2025-10-01 00:00:00.000,1.00,2235.41
"4800074791-1",2025-07-14 00:00:00.000,1.00,372.09
"4800075215-1",2025-05-30 00:00:00.000,3.00,239.92
"4800075215-2",2025-05-30 00:00:00.000,7.00,20.15
"4800075230-1",2025-05-30 00:00:00.000,3.00,268.71
"4800075266-1",2025-05-30 00:00:00.000,14.00,1253.99
"4800075266-2",2025-05-30 00:00:00.000,9.00,25.91
"4800075275-1",2025-05-30 00:00:00.000,3.00,268.71
"4800075311-1",2025-05-30 00:00:00.000,6.00,537.42
"4800075311-2",2025-05-30 00:00:00.000,4.00,11.51
"4800075311-3",2025-05-30 00:00:00.000,2.00,5.75
"4800075331-1",2025-05-30 00:00:00.000,3.00,239.92
"4800075331-2",2025-05-30 00:00:00.000,6.00,17.27
"4800075351-1",2025-05-30 00:00:00.000,2.00,179.14
"4800075365-1",2025-05-30 00:00:00.000,3.00,268.71
"4800075365-2",2025-05-30 00:00:00.000,1.00,2.87
"4800075365-3",2025-05-30 00:00:00.000,1.00,4.78
"4800075373-1",2025-05-30 00:00:00.000,2.00,179.14
"4800075452-1",2025-05-30 00:00:00.000,3.00,268.71
"4800075484-1",2025-05-30 00:00:00.000,39.00,3493.28
"4800075484-2",2025-05-30 00:00:00.000,19.00,54.70
"4800075500-1",2025-05-30 00:00:00.000,11.00,985.28
"4800075500-2",2025-05-30 00:00:00.000,30.00,3262.95
"4800075820-1",2025-06-04 00:00:00.000,1.00,76.16
"4800075820-2",2025-06-04 00:00:00.000,1.00,76.16
"4800076558-1",2025-06-12 00:00:00.000,3.00,25.77
"4800076558-2",2025-06-10 00:00:00.000,3.00,14.43
"4800076558-3",2025-06-12 00:00:00.000,3.00,64.99
"4800076558-4",2025-06-10 00:00:00.000,3.00,21.63
"4800076896-1",2025-06-18 00:00:00.000,1.00,959.44
"4800076896-2",2025-06-18 00:00:00.000,1.00,1050.81
"4800076896-3",2025-06-18 00:00:00.000,1.00,959.44
"4800076896-4",2025-06-18 00:00:00.000,1.00,1050.81
"4800076928-1",2025-06-24 00:00:00.000,1.00,1425.01
"4800076928-2",2025-06-24 00:00:00.000,1.00,1425.01
"4800076947-1",2025-06-26 00:00:00.000,1.00,1275.00
"4800076947-2",2025-06-26 00:00:00.000,1.00,1275.00
"4800076966-1",2025-06-17 00:00:00.000,1.00,1186.80
"4800077642-1",2025-06-20 00:00:00.000,1.00,987.00
"4800077642-2",2025-06-26 00:00:00.000,1.00,811.25
"4800077663-1",2025-06-19 00:00:00.000,1.00,112.23
"4800077790-1",2025-07-22 00:00:00.000,1.00,2335.60
"4800077790-2",2025-07-22 00:00:00.000,1.00,150.52
"4800077812-1",2025-06-18 00:00:00.000,3.00,1113.24
"4800077938-1",2025-06-08 00:00:00.000,1.00,1.27
"4800077938-2",2025-06-08 00:00:00.000,1.00,460.65
"4800078106-1",2025-06-06 00:00:00.000,3.25,368.14
"4800078106-2",2025-06-06 00:00:00.000,3.25,736.26
"4800078106-3",2025-06-06 00:00:00.000,3.25,217.68
"4800078106-4",2025-06-06 00:00:00.000,3.25,217.68
"4800078106-5",2025-06-06 00:00:00.000,1.00,88.35
"4800078127-1",2025-06-06 00:00:00.000,2.00,453.09
"4800078127-2",2025-06-06 00:00:00.000,2.00,226.55
"4800078127-3",2025-06-06 00:00:00.000,2.00,133.96
"4800078127-4",2025-06-06 00:00:00.000,1.00,54.36
"4800078342-1",2025-06-17 00:00:00.000,1.00,1484.38
"4800078342-1",2025-07-11 00:00:00.000,-1.00,-1484.38
"4800078342-1",2025-07-28 00:00:00.000,1.00,2848.75
"4800078342-2",2025-06-17 00:00:00.000,1.00,153.21
"4800078342-2",2025-07-11 00:00:00.000,-1.00,-153.21
"4800078342-2",2025-07-28 00:00:00.000,1.00,1484.38
"4800078342-3",2025-06-17 00:00:00.000,1.00,135.19
"4800078342-3",2025-07-11 00:00:00.000,-1.00,-135.19
"4800078342-3",2025-07-28 00:00:00.000,1.00,153.21
"4800078342-4",2025-06-17 00:00:00.000,1.00,111.33
"4800078342-4",2025-07-11 00:00:00.000,-1.00,-111.33
"4800078342-4",2025-07-28 00:00:00.000,1.00,135.19
"4800078342-5",2025-06-17 00:00:00.000,1.00,169.64
"4800078342-5",2025-07-11 00:00:00.000,-1.00,-169.64
"4800078342-5",2025-07-28 00:00:00.000,1.00,111.33
"4800078342-6",2025-06-17 00:00:00.000,1.00,169.64
"4800078342-6",2025-07-11 00:00:00.000,-1.00,-169.64
"4800078342-6",2025-07-28 00:00:00.000,1.00,169.64
"4800078342-7",2025-06-17 00:00:00.000,1.00,2150.00
"4800078342-7",2025-07-11 00:00:00.000,-1.00,-2150.00
"4800078342-7",2025-07-28 00:00:00.000,1.00,169.64
"4800078342-8",2025-06-17 00:00:00.000,1.00,1182.50
"4800078342-8",2025-07-11 00:00:00.000,-1.00,-1182.50
"4800078342-8",2025-07-28 00:00:00.000,1.00,2150.00
"4800078342-9",2025-06-17 00:00:00.000,1.00,2848.75
"4800078342-9",2025-07-11 00:00:00.000,-1.00,-2848.75
"4800078342-9",2025-07-28 00:00:00.000,1.00,1182.50
"4800078405-1",2025-08-06 00:00:00.000,2.00,3861.25
"4800078405-2",2025-08-06 00:00:00.000,1.00,1930.62
"4800078430-1",2025-07-15 00:00:00.000,1.00,2150.00
"4800078430-2",2025-07-15 00:00:00.000,1.00,2150.00
"4800078430-3",2025-07-15 00:00:00.000,1.00,2150.00
"4800078430-4",2025-07-15 00:00:00.000,1.00,2150.00
"4800078430-5",2025-07-15 00:00:00.000,1.00,2150.00
"4800078430-6",2025-07-15 00:00:00.000,1.00,2209.00
"4800078430-7",2025-07-15 00:00:00.000,1.00,2209.00
"4800078594-1",2025-06-10 00:00:00.000,1.00,8.72
"4800078595-1",2025-06-25 00:00:00.000,1.00,58.54
"4800078595-2",2025-06-25 00:00:00.000,1.00,74.77
"4800078595-3",2025-06-25 00:00:00.000,1.00,369.24
"4800080883-1",2025-06-19 00:00:00.000,1.00,42.86
"4800080991-1",2025-06-06 00:00:00.000,1.00,77.08
"4800080991-2",2025-06-06 00:00:00.000,1.00,75.23
"4800080991-3",2025-07-18 00:00:00.000,15.00,34.55
"4800081166-1",2025-06-22 00:00:00.000,1.00,499.04
"4800081166-2",2025-06-22 00:00:00.000,1.00,57.58
"4800081166-3",2025-06-22 00:00:00.000,1.00,51.18
"4800081854-1",2025-06-05 00:00:00.000,203.45,130.16
"4800081856-1",2025-06-04 00:00:00.000,69.36,44.37
"4800081856-2",2025-06-04 00:00:00.000,2.08,1.33
"4800081860-1",2025-06-05 00:00:00.000,1919.19,1227.88
"4800081860-2",2025-06-05 00:00:00.000,57.58,36.83
"4800081863-1",2025-06-05 00:00:00.000,1337.41,1337.41
"4800081863-2",2025-06-05 00:00:00.000,40.12,40.12
"4800081922-1",2025-06-10 00:00:00.000,1.00,22.22
"4800081922-10",2025-11-04 00:00:00.000,10.00,137.16
"4800081922-3",2025-06-10 00:00:00.000,3.00,9.82
"4800081922-5",2025-06-10 00:00:00.000,10.00,13.05
"4800081922-6",2025-06-10 00:00:00.000,10.00,14.52
"4800081922-7",2025-06-10 00:00:00.000,10.00,22.84
"4800081922-8",2025-06-10 00:00:00.000,10.00,5.11
"4800081922-9",2025-06-10 00:00:00.000,24.00,19.04
"4800082164-1",2025-06-11 00:00:00.000,1.00,30.04
"4800082164-10",2025-06-11 00:00:00.000,1.00,37.17
"4800082164-11",2025-06-11 00:00:00.000,1.00,11.46
"4800082164-12",2025-06-25 00:00:00.000,1.00,25.38
"4800082164-13",2025-06-11 00:00:00.000,1.00,19.19
"4800082164-2",2025-06-27 00:00:00.000,1.00,106.76
"4800082164-3",2025-06-11 00:00:00.000,1.00,4.21
"4800082164-4",2025-06-11 00:00:00.000,2.00,36.85
"4800082164-5",2025-06-11 00:00:00.000,2.00,19.09
"4800082164-6",2025-07-02 00:00:00.000,1.00,26.38
"4800082164-7",2025-06-11 00:00:00.000,1.00,20.52
"4800082164-8",2025-06-25 00:00:00.000,1.00,4.93
"4800082164-9",2025-06-11 00:00:00.000,3.00,20.40
"4800082247-1",2025-06-12 00:00:00.000,2.00,2879.07
"4800082658-1",2025-07-09 00:00:00.000,1.00,647.90
"4800084126-1",2025-09-03 00:00:00.000,1.00,2069.50
"4800084355-1",2025-10-17 00:00:00.000,50.00,250.16
"4800084432-1",2025-06-30 00:00:00.000,6.00,493.78
"4800084529-1",2025-06-13 00:00:00.000,3.00,239.92
"4800084529-2",2025-06-13 00:00:00.000,2.36,1.58
"4800084529-3",2025-06-13 00:00:00.000,2.28,1.53
"4800084534-1",2025-06-12 00:00:00.000,12.00,959.69
"4800084534-2",2025-06-12 00:00:00.000,14.00,40.30
"4800085115-1",2025-07-30 00:00:00.000,2.00,273.29
"4800087902-1",2025-06-12 00:00:00.000,6.00,262.64
"4800087902-2",2025-06-06 00:00:00.000,10.00,15.80
"4800087902-3",2025-06-10 00:00:00.000,1.00,21.39
"4800087902-4",2025-06-18 00:00:00.000,1.00,47.85
"4800087902-5",2025-06-06 00:00:00.000,2.00,66.43
"4800087977-1",2025-06-10 00:00:00.000,4.00,136.96
"4800087977-2",2025-06-10 00:00:00.000,2.00,102.66
"4800087977-3",2025-06-17 00:00:00.000,3.00,45.64
"4800087977-4",2025-06-10 00:00:00.000,3.00,44.41
"4800087977-5",2025-06-17 00:00:00.000,3.00,53.01
